i am seventy one years old. i love to keep a small garden outside of my house. i love all sorts of fresh vegetables. my favorite food to harvest is carrots. my house is located in the countryside.,"hi , how are you doing ?
hello ! i am wonderful and yourself ?
i am doing well . what are you up to ?
just got in from my garden . i was seeing if my carrots are ready to harvest .
i am having dinner at my apartment with my 3 sisters
that sounds like wonderful family time . most my family is not around .
oh do you have any close friends ?
i am 71 and live in the countryside most my friends can not travel as well .
oh i see . do you enjoy country life ?
i do very much so , nice and quiet . are you in a city ?
yes , new york . i want to be a nurse here
that is a busy life there . how do you keep up with it all ?
it is not so busy , it is very fulfilling
i have never really had the need to travel there . heard many stories tho .
do you like the beatles , they are my favorite
i sure do , really enjoyed them back in my glory days .
"
 driving in the country side is a pastime. i like to go shopping. i wanted to be a nurse. i went to college.,"hello , i love jesus very much .
sweet . i think he watches over me as i have been driving the back roads forever .
have you seen any scary movies lately ? i love getting scared !
i do not like scary movies although , i was scared while attending college .
oh wow , college , books are my thing !
yeah , i was going to be a nurse and then i saw blood and changed my mind .
i am also learning about medicine . i love helping animals .
i love animals . ironically , i became a professional shopper . it is a great job .
i am going to go pray to jesus now . this world is getting crazy .
it sure is a crazy world . i hope he answers your prayers . i will be driving .
whats your favorite book ? mine is by shakespeare !
i lover anything stephen king . no scary movies but i love the books .
gosh , i love animals so much , i am going to give them all big hugs !
you must be a professional animal cuddler .
"
 i lost my arm in a car accident. i am the youngest of 4 children. i am a farmer. i like to hike.,"hows it going . i am here petting my doggy
good , sorry if i am slow i only have one arm .
like seriously or is this part of the scenario ?
i was in a car accident and it got chopped off but i can still farm .
that is crazy . youre a strong willed man . lets take a walk in the woods
how did you know that i like to hike ?
i did not . i was gonna pull an old yeller on you
lol do you have a dog ?
i have many animals . i am an animal enthusiast . i do not watch tv though
i have one his name is alfie my 3 older siblings bought him for me .
lucky you . the closest thing i have to family are ted talks
do you mean you go to ted talks ?
no i just listen to them haha . as background noise mostly
i like them also i have a friend who was on one .
"
 i have 3 science classes. i just started college. i work part time in the campus library. i am living at home but hope to live in the dorms next year. i commute by bus.,"hello ! tell me about yourself , i need something to write about
hey there ! well , i just started classes in college and work part time at the campus library
that sounds fun . what classes are you taking ?
i am taking 2 science classes . i am wondering if i should just move on campus
that would not be horrible . i used to work in a book store on campus
yes , well right now i have catch the bus . maybe i will do dorms next year
i liked my dorm in college . that is where i started my tea addiction .
we have been studying tea in one of my 3 science classes !
haha that is hilarious ! learn anything i should know about ?
yeah , its not looking good for you my friend
oh no . what is so bad about it ?
it stains your teeth , and is generally unhealthy for you
well i can deal with stained teeth . how is it unhealthy ?
we are still studying it further , but it turns out as you said , it is addicting
yeah . that is very true . it also probably does not help that they have it in art museums
so what else do you enjoy ?
"
 i do community theater when i am not in school. both of my parents are doctors. i really wanted to be an actor. i am in love with a girl who is unaware of it. i am in medical school.,"hello how are you today
hello i am doing well , how are you ?
that is good ! i am doing great thanks .
what are you up to today
gonna read enders game for the fifth time i love this book
wow , five times ! i have not read that . i am in med school
med school wow congrats . do you like sci fi
thank you , both my parents are doctors . yes i do
you should check out this book you might like it too
ok i will when i have time , i am studying a lot plus in the theatre
i understand school can be very time consuming . i joined the air force after graduation
oh wow , good for you ! that is admirable
yeah i got discharged after i got back from the war
which one , the war going on right now ?
"
 i am smart too. i have big face cheeks. i am short. i like reading.,"hello ! tell me a little about yourself
hey there , well i am not very tall . you ?
haha , well height is not the only thing . i am a vegan ! i care about the earth
my cheeks on my face are huge which makes my eyes pop .
oh wow ! you sound like my cat jasper ! he is the best .
i would like jasper . vegan is what i am currently reading about .
well as a vegan barista , i can tell you there are health and planetary benefits !
i believe i am smart but i am not sure i can give up eggs and fish .
you sound smart ! lots of people have trouble giving up eggs and fish .
was it hard for you ?
not too bad . i distracted myself with my favorite things the color orang , roses , etc .
awesome for you but i will stick with the fish and eggs for now .
i understand . so you are smart , not very tall , and have big cheeks ?
yeah and read . reading is what i do to relax .
"
 i am about to go off to college at a very liberal school soon. i go to a catholic high school in new england. i am 17. i plan to raise hell and sew my wild oats.,"hi there . i am a translator by trade .
hey , how you doing ? well , i am getting ready to go into college !
i speak three languages but its not what i want to do for a living .
whoa ? three ? that is awesome ! what languages do you speak ?
spanish german and cantonese . i really want to be a writer .
well , me i know un peu francais a little french but that is about it
french is a beautiful language .
wait , technically , you know four languages . . . if you count english .
indeed . which is the language i write in . my novel is almost done .
hey that is awesome ! hope you find a publisher for it ! or online
i quit my job to focus on finishing it . i am going to put it on amazon .
that is great ! i hope it does really well . whats it about ?
its about a boy who lives in the parks catacombs .
oh neat , is it like a thriller or coming of age type story ?
i meant to say paris . and its a thriller . he scares tourists out of their valuables .
oh wow , that sounds interesting . yeah , i have heard about the catacombs , spooky place !
"
 i have blonde hair. i like to work with acrylics. i aspire to paint murals. i am in art school. my favorite class is painting.,"hi how are you today ?
awesome , i have an art class later , do you go to school ?
oh fun , i slept in today woohoo ! i do not go to school
sounds great for you . i love school i am an artist
oh sounds fun . what do you do for fun ?
i am a big fan of art . when i am not studying i check out museums
ohh . my two brothers are artistic . . not me though
too bad . it is a great outlet , what do you do ?
i play football for fun . i grow vegetables since i am a vegan
food is a kind of art
i guess you could say that lol . are you married
no time for that yet . but maybe one day , you ?
i have not met the one yet
when you do will the one need to be a vegan as well ?
that would be nice . i am sure we will adapt if love at first sight happens though
well good luck . you have to put yourself out there though
"
" i enjoy watching tennis and golf on tv. i teach 5th grade students near oakville , ny. i love to read and relax by the lake on the weekends. my name is sarah. i am a school teacher.","hello , how are you ? i am doing well , just listening to classical music .
hello , i am sarah , i am well , and you ?
hi sarah . do you like to golf ? its one of my fads .
i am a 5th . grade teacher near oakville , ny , i hate golf
the law firm i work for just promoted me . they are a large one .
i do enjoy watching gold and tennis but not playing it
are you married ? i am , with three kids .
nope , i really love to read and i love to relax a bit
i really love doing my work .
usually by the lake on the weekends
cool , well have a good one . bye .
i like goobers and popcorn with soda , do you ?
"
 i try to watch what i eat. i enjoy eating italian food. pizza is my favorite. i am east asian.,"hi names seth and i became a vegan
cool i try to pay attention to what i eat also .
yeah same here . my smartphones ring a lot . for work and personal i have two
what is your favorite food ? mine is veggie pizza .
i enjoy greek vegan penne while watching pretty woman
good movie ! i love italian food .
yeah ? ! what do you like on your italian food . i work as a registered nurse
awesome , i like anything italian really .
really ! ! well that is awesome !
what is your ethnic back round ? mine is east asian
i am also asian .
wow we have so many similarities !
yeah well this is why we are here to get to know each other .
very true , what are your hobbies ? i enjoy crafting .
besides movies i also crochet
that sounds fun ! do you make blankets ?
"
 i go visit them sometimes. my best friend lives in a big city. my mother is a social worker for the school system. i work at a grocery store.,"i like country . do you like that music ?
i do , whats your favorite aside from that ?
i love celtic as well .
where do you work at ?
i do not work yet . i want to be a singer .
that sounds nice . keep practicing
i do that every day .
good for you ! my mom works in the school system
awesome . i have a collie dog named tibby .
i do not have any pets i want some
i love animals . tibby is great .
do you live in a big city ?
no . i live near farms .
oh my vestie lives in a huge town
"
 i like to go out to eat. one of my favorite artists is drake. i also enjoy cooking. i like listening to other rap music too. a hobby of mine is the drums.,"hi how are you today ?
i am good just listening to the radio . spotify radio based on drake . how about you ?
awesome watching flash , he is my favorite of the super heros
do you enjoy cooking or going out to eat more ?
i like both equally i would say , and you ?
i like both but a dinner i do not have to clean up after is a real treat
very true ! what is your favorite season ? mine is summer .
i think fall , i enjoy making fall season dishes .
cool , i can only type with one hand .
what has happen to your other hand ?
i hit all the wrong keys with it
my goodness ! can you play any instruments ? i play drums in a band
i do not , but my favorite insect is butterflies !
butterflies are a beautiful creation for sure !
they are , even though i love summer i hate summer dresses
summer dresses are not bad for date night dinners . what do you wear then ?
"
 i love to go horseback riding whenever i can. i am a mother of two beautiful boys. my family and i go camping every month. my favorite artist is justin bieber.,"hi how are you doing ? i like to work out do you ?
org , i saw justin bieber , the artist , he is my favorite ! ! !
wow wished i could have seen him that must have been awesome .
i love when i go horseback riding , its like i work out
i work out as much as i can and sometimes i do not get enough .
i am a proud mother of two handsome boys , and you ?
yes i am a proud mother of one beautiful daughter .
i take my family camping just about every month , wanna go ?
i wished i could i bet you have an awesome time .
we live in aruba , in a van down by the river
wow i am all the way in jersey . i love learning new things .
jersey , like jersey shore ? girl we need to hook up , get our hair did
yes i wished we could how far is aruba never been that far .
i will ship you some moon fish , in a box with ice on it
oh that is sweet thank you so much enjoy your night . sweetie .
1 , 921 miles to be exact
that is very long ways along from where i am .
later gator , after while crocodile , not to soon baboon
"
" i am a professional horse racing handicapper. i have made over 90 , 000 on trifecta bets alone this year. i have not been on a date since high school. i am trying to open my own teaching program for horse racing. i hope one day to own a stable of at least 10 race horses.","d . c is crazy polarized these days .
i bet !
you would win .
what do you do on your spare time ?
nationals baby ! love the game .
i am a professional horse racing handicapper !
i work for gov cannot say which agency
i am raising money to open my horse racing teaching program
cool ! you on kick starter or something ?
something like that
careful , i understand there are some real legal pitfall with those crowd sourcing sights
yeah definitely !
"
 i was born in kansas. i work on a farm. i know how to drive a truck. i love chickens. i eat eggs for breakfast.,"hi how are you today
hi , i just love the farm life !
hi how are you today
i am fine thank you . i cant wait for breakfast !
what will you eat then
i am certainly having eggs ! hopefully my chickens will have eggs .
nice let me have some fresh eggs
i raise the chickens on my farm here in kansas .
nice where do you work
i work right here at home on the family farm in kansas .
do you listen to music
all the time in my truck that i know how to drive .
what kind of truck is it
the kind of truck that can handle on dirty farm in kansas !
wow you sound like a cool guy
i am just a regular farmer from kansas , born right here .
"
" i go to craft shows on the weekends. i live with my boyfriend in an apartment. during the week , i work as a barista. i design jewelry when i have spare time. my favorite book is the bible.","hello , how is it going ?
hello there , good thanks ! yourself ?
just took a long refreshing walk
nice ! i just got off work at the coffee shop as a barista .
cool i love iced coffee
me too ! i also enjoy designing jewelry during any spare time i have .
i am carefree and happy all the time
every once in a while i love to go to craft shows that occur on the weekend .
ok . i like listening to music on the lake
i prefer reading . i especially love the bible .
you can never go wrong with the bible
i usually stay at home with my boyfriend in our apartment .
cool do you knit by any chance ?
no i do not . i would love to learn .
it is very simple and easy
i bet once you get the hang of it .
"
 i have an eyebrows piercing. my sister and i are in a grunge band. i work at a coffee shop. both of my parents are teachers.,"hi how are you today ?
hi how are you ! ?
i am great thank you , what is your favorite color ?
i am great ! my favorite color is purple .
mine too ! i wear a lot of that color . ll
i just got off work from the coffee shop and i am tired .
i bet . i have been studying to become a doctor .
i am going to school for teaching . its what my parents do .
that is great . what is your favorite music genre ?
grunge . i am actually in a band with my sister .
very cool ! i love van haven .
i have got homework to do . bye !
"
 my favorite movie genre is horror. i am a christian. i am a vet tech. my favorite author is stephen king.,"howdy ! hope are well this fine day
hello ! any plans for today ?
i am planning to fix my corvette , i am a experienced mechanic you see . any plans yourself ?
nice ! i will be going to my christian church this afternoon
do you go regularly ? do you have any hobbies ?
i go every weekend . and i do , i love watching scary movies and you ?
i love to surf as i am currently living on coast of california
that sounds so fun ! i have been reading stephen king books , they are my favorite
it is fun ! lol . i personally prefer watching tv myself
tv is too much technology for me
how about a toaster ? lol
i have used it once or twice
"
 i do the shopping in my house. i m lazy and pork tastes good. its good to eat a lot of veggies. i like meat too much.,"hello ! despite my age , i love meeting new people
that is cool . do you eat meat ? i like it too much . lol
i actually do not because i am really into animals
oh you must be a vegan .
it is rare for my age but i want to save the earth for my family .
i would be a vegan too , but pork just tastes too good to me .
do you have any family ?
it is wonderful to eat lots of fruits and vegetables , but i am too lazy .
well maybe one day you will feel like it . retirement helped inspire me .
i live with my parents and do all the shopping for the household .
that sounds nice ! i am retired now so i am all on my own .
i have not even had a job yet . lol
well your time will come ! i used to program computers .
it might not . i play the lottery and hope to win instead of work .
"
 i am 6 foot tall. i love to dance. i have asthma. i like to go running. i used to play hockey.,"hello how are you today ?
i am doing better now . just had a mild asthma attack
oh no ! glad to hear you are better
thank you , i enjoy dance way too much and i just over did it
i understand , i have bad allergies and living in a rural area does not help
i think it has something to do with being 6 feet tall
where i work we could use some people who are six feet tall
i am good at running and was a hockey player . do i suit the position ?
at amazon we always need good runners
then maybe i will apply !
great , they have good work life balance
what else do you enjoy ?
i love playing with my kids
nice , how many do you have ?
"
 i like listening to blues music. i am mixed with puerto rica and chinese. i speak english and spanish fluently. my favorite artist was prince.,"hi how are you today ? sorry ! !
i am well . listening to some blues this morning
is that your favorite music ?
actually my favorite is prince . do u have any hobbies ?
i love baseball its the best !
do u play or just like to watch ?
i love the watch . go nats !
nice ! do u speak any other languages ?
i do not but i would love to learn . you ?
i can only speak english and spanish . what do u do for work ?
i work for the government but do not tell anyone
i certainly wo not ! i do data entry its a tad boring . yours sounds exciting .
yeah but i always gotta watch my back
oh no ! sounds a bit unsafe !
yeah it keeps me on edge that is why i watch baseball
i can imagine so ! i would love to learn to cook chinese . my mom was half chinese .
"
 i have a pet husky. i like to play nintendo. i live in the great white north. i love to eat fish.,"hi ! i am sitting here enjoying my favorite drink , a caramel cappuccino . you ?
hi how are you today ?
doing pretty good since i got off of work from the coffee shop an hour ago .
do you have any pets then ?
no . do you ? do you live near your parents ? mine are living across the street .
i have a huge husky it is sweet
i love huskies ! do you read books ? i love books about true crime .
i mostly just play my nintendo
old or new version ? i love playing on both . did you get the new old system ?
i play both , and no those ran out too fast
i got the first old one , but i did not care to get the super nes .
yeah they share similar games anyway
yea and a rip off since it is more than the first version was .
yeah they just want our beautiful money
yep . what is your favorite food ?
probably fish it is great
"
 i am an old woman who lives on a social security check. i babysit for the woman who lives next door. my favorite color is yellow. i only take the bus. i often do not have the money to pay my utility bills.,"hi how are you today
i am fine thank you i am a older woman .
where do you work at
i am living on a social security check not good .
why do you not work
i used to work but then i became disabled .
how did you get disabled then
i baby sit for a woman who lives close to me .
do you enjoy doing that
sometimes it is okay i love children .
how many do you have
i have one child a girl well she is a woman now .
nice do you have any pets
yes i have a cat my best color is yellow what is yours ?
"
 favorite band is the beetles. i like vintage furniture. i play the bass. i have a large cd collection. i collect stamps.,"hi there , how is your evening going ?
doing ok . just going thru my cd collection .
you still own a cd collection ?
yeah , a large one . i record myself playing the bass .
oh wow . that is cool . i wish i had time to learn an instrument like that
its not hard . i love the beatles so i learned listening to them .
wow . i listen to the beatles in my ford mustang on my way to work
in my spare time i collect vintage furniture and stamps .
i wish i could collect ford mustangs . even though i work 3 jobs , i am still broke
i just have a ford focus .
i would walk way more than 2 miles a day if i had a ford focus
this new one is more computer than car .
i want to see , but i have worked 3 jobs at the same time for over 5 years ! ! ! ! ! !
are they not paying you enuf ?
clearly not . maybe i just go to the movies way too much
ah . i would ask for a raise .
"
" i am a mother of two daughters. my husband died a few years ago , so i am raising them alone. i work as a english teacher. my ultimate dream , however , is to be a writer. i have always enjoyed telling stories to people.","hello , i am donna . what music do you like listening to ?
i am not much into music , but i love reading and telling stories .
favorite band is the rolling stones . it started my love for playing guitar .
oh , do you play often ? what do you do for work ?
a nurse . my mother worked as a nurse . so they inspired me to be one as well .
what a nice story ! i hope i can inspire my daughters as well !
i am sure you already are .
i am an english teacher , but i want to be a writer one day . do you like stories ?
i do . what type of writer do you want to be ?
well , probably a story about losing my husband a few years ago .
oh no . i am so sorry to hear that .
thanks . its ok , i still have my daughters
that is right .
do you have any kids ?
"
